Player,Season,TeamID,TeamName,FirstName,LastName,AdditionalName,Rk,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mario Dunn,2017,1285,Montana,Mario,Dunn,,10,25,1,13.6,0.9,2.4,0.38299999999999995,0.3,0.9,0.348,0.6,1.5,0.405,0.2,0.4,0.556,0.3,1.0,1.3,1.2,0.5,0.3,0.7,1.4,2.6
Trevor Spoja,2017,1285,Montana,Trevor,Spoja,,11,8,0,2.5,0.4,0.9,0.429,0.1,0.3,0.5,0.3,0.6,0.4,0.3,0.5,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.4,1.3
Gavin DeJong,2017,1285,Montana,Gavin,DeJong,,12,7,0,3.7,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,,0.4,0.6,0.75,0.1,0.4,0.6,0.0,0.1,0.0,0.1,0.6,0.4
Aaron Misipeka-Ward,2017,1285,Montana,Aaron,Misipeka-Ward,,13,10,0,2.3,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,,0.2,0.4,0.5,0.3,0.5,0.8,0.1,0.0,0.0,0.1,0.2,0.2
Ahmaad Rorie,2018,1285,Montana,Ahmaad,Rorie,,1,34,34,35.8,6.1,14.4,0.42200000000000004,4.3,9.2,0.46799999999999997,1.7,5.1,0.33899999999999997,3.3,3.9,0.85,0.9,3.0,3.9,3.7,1.2,0.1,2.0,1.9,17.2
Michael Oguine,2018,1285,Montana,Michael,Oguine,,2,34,34,32.2,5.2,11.3,0.461,3.9,7.5,0.514,1.4,3.8,0.35700000000000004,4.0,5.5,0.737,2.1,3.4,5.5,2.0,1.4,0.5,1.3,2.8,15.8
Jamar Akoh,2018,1285,Montana,Jamar,Akoh,,3,34,34,25.9,4.6,8.1,0.57,4.6,8.0,0.5770000000000001,0.0,0.1,0.2,3.5,5.2,0.667,2.4,4.3,6.6,1.1,0.9,0.7,2.1,3.3,12.8
Sayeed Pridgett,2018,1285,Montana,Sayeed,Pridgett,,4,34,0,22.6,3.6,7.8,0.462,3.5,7.3,0.48,0.1,0.5,0.188,1.2,1.8,0.6559999999999999,1.0,3.3,4.3,1.3,1.2,0.4,1.9,3.0,8.4
Fabijan Krslovic,2018,1285,Montana,Fabijan,Krslovic,,5,34,34,24.9,2.7,4.8,0.564,2.7,4.6,0.586,0.0,0.2,0.0,2.0,2.8,0.713,1.5,3.5,5.1,1.4,0.9,0.6,1.5,2.8,7.4
Bobby Moorehead,2018,1285,Montana,Bobby,Moorehead,,6,34,34,31.9,2.4,6.3,0.381,0.9,2.1,0.44299999999999995,1.5,4.3,0.35200000000000004,1.0,1.4,0.7140000000000001,0.8,4.3,5.1,1.2,1.2,0.5,1.1,2.2,7.4
Timmy Falls,2018,1285,Montana,Timmy,Falls,,7,33,0,17.1,1.5,3.5,0.414,0.8,1.9,0.419,0.7,1.6,0.40700000000000003,0.8,1.1,0.722,0.2,0.8,1.0,1.5,0.8,0.1,1.2,2.4,4.4
Karl Nicholas,2018,1285,Montana,Karl,Nicholas,,8,30,0,9.6,1.6,2.6,0.603,1.6,2.6,0.603,0.0,0.0,,0.4,1.2,0.33299999999999996,1.0,1.2,2.3,0.2,0.2,0.4,1.0,2.3,3.5
Admir Besovic,2018,1285,Montana,Admir,Besovic,,9,18,0,1.7,0.3,0.5,0.667,0.3,0.5,0.667,0.0,0.0,,0.1,0.1,1.0,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.6,0.7
Trevor Spoja,2018,1285,Montana,Trevor,Spoja,,10,18,0,3.1,0.2,0.9,0.17600000000000002,0.1,0.2,0.33299999999999996,0.1,0.8,0.14300000000000002,0.1,0.1,0.5,0.1,0.1,0.2,0.2,0.0,0.1,0.2,0.4,0.5
Lars Espe,2018,1285,Montana,Lars,Espe,,11,17,0,2.5,0.1,0.4,0.33299999999999996,0.1,0.2,0.33299999999999996,0.1,0.2,0.33299999999999996,0.1,0.3,0.2,0.1,0.1,0.2,0.3,0.0,0.1,0.1,0.2,0.4
Niko Bevens,2018,1285,Montana,Niko,Bevens,,12,15,0,1.6,0.1,0.3,0.25,0.0,0.1,0.0,0.1,0.2,0.33299999999999996,0.0,0.0,,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2
Peter Jones,2018,1285,Montana,Peter,Jones,,13,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jamar Akoh,2019,1285,Montana,Jamar,Akoh,,1,15,15,28.5,5.9,10.0,0.5870000000000001,5.9,10.0,0.5870000000000001,0.0,0.0,,3.7,6.2,0.602,3.2,5.5,8.7,1.7,2.0,0.3,1.7,2.9,15.5
Sayeed Pridgett,2019,1285,Montana,Sayeed,Pridgett,,2,35,35,29.9,6.6,10.9,0.605,6.0,9.7,0.622,0.5,1.2,0.46299999999999997,1.4,2.5,0.57,1.3,3.6,4.9,2.2,1.3,0.5,2.4,2.8,15.1
Ahmaad Rorie,2019,1285,Montana,Ahmaad,Rorie,,3,35,35,34.7,5.5,11.9,0.466,3.7,6.8,0.5479999999999999,1.8,5.1,0.35600000000000004,2.1,2.5,0.809,0.5,3.6,4.1,4.1,0.9,0.1,1.5,1.8,14.9
Michael Oguine,2019,1285,Montana,Michael,Oguine,,4,34,34,30.3,4.2,8.4,0.49700000000000005,3.1,5.4,0.578,1.0,3.0,0.34700000000000003,3.5,4.9,0.715,1.7,3.7,5.4,1.9,1.2,0.7,1.8,2.4,12.9
Kendal Manuel,2019,1285,Montana,Kendal,Manuel,,5,35,1,19.3,2.7,6.2,0.431,1.0,2.3,0.444,1.6,3.9,0.42200000000000004,1.7,2.0,0.857,0.3,1.8,2.1,1.3,0.5,0.1,1.3,1.3,8.7
Donaven Dorsey,2019,1285,Montana,Donaven,Dorsey,,6,32,10,15.3,2.2,4.3,0.5,0.9,1.5,0.5710000000000001,1.3,2.8,0.461,0.6,0.9,0.655,0.2,1.3,1.6,0.4,0.3,0.3,0.6,2.0,6.2
Bobby Moorehead,2019,1285,Montana,Bobby,Moorehead,,7,35,35,29.5,1.9,5.4,0.35100000000000003,0.7,1.5,0.462,1.2,3.9,0.309,0.4,0.7,0.609,0.8,4.4,5.2,1.6,0.7,0.8,0.9,2.4,5.4
Timmy Falls,2019,1285,Montana,Timmy,Falls,,8,33,8,20.1,1.5,4.1,0.381,0.8,1.8,0.424,0.8,2.3,0.34700000000000003,0.8,1.0,0.765,0.2,1.4,1.6,2.2,0.8,0.2,1.8,2.7,4.7
Mack Anderson,2019,1285,Montana,Mack,Anderson,,9,28,0,8.5,1.0,1.5,0.659,1.0,1.5,0.659,0.0,0.0,,0.3,0.7,0.45,0.4,1.3,1.6,0.2,0.0,0.2,0.6,1.9,2.3
Freddy Brown III,2019,1285,Montana,Freddy,Brown,III,10,15,0,2.2,0.3,0.9,0.385,0.1,0.3,0.2,0.3,0.5,0.5,0.2,0.3,0.75,0.2,0.1,0.3,0.1,0.0,0.0,0.1,0.2,1.1
Kelby Kramer,2019,1285,Montana,Kelby,Kramer,,11,21,2,6.0,0.4,0.6,0.615,0.4,0.6,0.615,0.0,0.0,,0.1,0.3,0.28600000000000003,0.3,0.6,0.9,0.2,0.1,0.3,0.3,0.9,0.9
Ben Carter,2019,1285,Montana,Ben,Carter,,12,10,0,4.3,0.2,0.8,0.25,0.2,0.7,0.28600000000000003,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.7,0.8,0.2,0.1,0.0,0.6,1.1,0.4
Peter Jones,2019,1285,Montana,Peter,Jones,,13,6,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.0
Michael Dison,2015,1286,Montana St,Michael,Dison,,1,30,29,29.0,5.0,12.2,0.41,3.0,7.2,0.423,2.0,5.0,0.391,2.4,3.3,0.7240000000000001,1.4,2.6,4.0,1.3,1.0,0.0,2.1,2.1,14.3
Marcus Colbert,2015,1286,Montana St,Marcus,Colbert,,2,30,21,30.2,4.3,10.0,0.425,2.6,6.1,0.426,1.7,3.9,0.424,2.9,3.8,0.7609999999999999,0.8,2.4,3.1,4.7,0.9,0.0,3.1,2.6,13.1
Stephan Holm,2015,1286,Montana St,Stephan,Holm,,3,25,1,24.0,3.3,8.5,0.387,1.3,2.6,0.485,2.0,5.8,0.342,1.2,1.4,0.8859999999999999,0.3,1.8,2.2,0.4,0.3,0.0,1.4,1.2,9.8
Danny Robison,2015,1286,Montana St,Danny,Robison,,4,30,21,26.5,3.1,6.8,0.45399999999999996,2.0,3.8,0.518,1.1,3.0,0.374,1.9,3.0,0.64,1.4,3.2,4.6,0.7,0.3,0.3,1.3,3.2,9.2
Eric Norman,2015,1286,Montana St,Eric,Norman,,5,30,15,27.7,2.1,6.7,0.312,1.2,3.2,0.361,0.9,3.5,0.267,1.0,1.5,0.705,1.7,5.3,7.0,2.0,0.8,1.7,1.7,2.6,6.2
Zach Green,2015,1286,Montana St,Zach,Green,,6,30,17,17.0,1.7,4.1,0.40700000000000003,1.6,3.7,0.43799999999999994,0.0,0.4,0.091,0.9,1.4,0.6829999999999999,1.1,1.1,2.2,0.8,0.5,0.2,0.8,1.9,4.3
Terrell Brown,2015,1286,Montana St,Terrell,Brown,,7,28,13,16.9,1.4,3.8,0.355,1.0,2.9,0.33799999999999997,0.4,1.0,0.40700000000000003,1.0,1.1,0.875,0.6,1.4,2.0,0.7,0.3,0.1,1.1,1.9,4.1
Joey Frenchwood,2015,1286,Montana St,Joey,Frenchwood,,8,24,9,11.8,0.9,2.6,0.33299999999999996,0.3,1.0,0.32,0.5,1.6,0.342,0.1,0.2,0.6,0.0,0.9,0.9,0.9,0.4,0.1,1.3,1.7,2.4
Blake Brumwell,2015,1286,Montana St,Blake,Brumwell,,9,30,23,15.5,0.9,1.7,0.51,0.9,1.7,0.51,0.0,0.0,,0.3,0.6,0.474,1.2,2.1,3.3,0.2,0.1,0.1,0.8,2.2,2.0
Quinn Price,2015,1286,Montana St,Quinn,Price,,10,25,0,7.6,0.4,1.0,0.385,0.4,1.0,0.385,0.0,0.0,,0.1,0.2,0.5,0.6,1.2,1.8,0.1,0.2,0.6,0.4,1.4,0.9
Ryan Shannon,2015,1286,Montana St,Ryan,Shannon,,11,3,0,7.7,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.7,0.7,0.7
Bradley Fischer,2015,1286,Montana St,Bradley,Fischer,,12,11,1,5.4,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.1,0.7,0.8,0.0,0.0,0.2,0.3,1.7,0.0
Deryk Pearsall,2015,1286,Montana St,Deryk,Pearsall,,13,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Hall,2016,1286,Montana St,Tyler,Hall,,1,31,31,32.0,6.5,14.3,0.457,3.4,7.1,0.484,3.1,7.2,0.43,2.5,2.9,0.867,0.8,4.4,5.3,1.6,0.9,0.3,1.8,2.2,18.6
Marcus Colbert,2016,1286,Montana St,Marcus,Colbert,,2,31,31,33.5,6.1,14.4,0.42200000000000004,4.4,9.5,0.45899999999999996,1.7,4.9,0.35100000000000003,3.1,4.2,0.731,0.8,2.2,3.1,5.1,1.1,0.1,2.7,3.1,16.9
Zach Green,2016,1286,Montana St,Zach,Green,,3,31,31,25.0,3.2,6.7,0.469,2.7,5.2,0.528,0.4,1.5,0.271,1.7,2.9,0.589,2.3,3.3,5.5,1.5,0.5,0.1,1.2,2.5,8.5
Sarp Gobeloglu,2016,1286,Montana St,Sarp,Gobeloglu,,4,31,0,20.2,2.9,6.5,0.45,1.2,2.1,0.578,1.7,4.5,0.391,0.8,0.9,0.828,0.9,2.7,3.5,0.6,0.2,0.5,1.2,2.3,8.4
Quinton Everett,2016,1286,Montana St,Quinton,Everett,,5,29,17,22.3,2.4,6.3,0.386,1.8,4.4,0.41700000000000004,0.6,2.0,0.316,1.6,2.8,0.568,1.8,3.4,5.2,1.3,1.0,0.5,1.0,2.5,7.1
Stephan Holm,2016,1286,Montana St,Stephan,Holm,,6,25,4,18.0,2.4,5.5,0.445,1.1,2.3,0.491,1.3,3.2,0.413,0.3,0.7,0.47100000000000003,0.4,2.0,2.3,0.6,0.4,0.1,0.9,1.2,6.5
Danny Robison,2016,1286,Montana St,Danny,Robison,,7,31,18,21.8,1.8,4.1,0.444,1.5,2.7,0.542,0.4,1.4,0.256,1.7,2.4,0.693,2.0,1.9,3.9,0.5,0.5,0.3,1.0,3.3,5.6
Shikei Blake,2016,1286,Montana St,Shikei,Blake,,8,24,12,9.1,0.8,1.9,0.42200000000000004,0.8,1.9,0.42200000000000004,0.0,0.0,,0.8,1.0,0.75,0.9,1.1,2.0,0.0,0.2,0.1,0.5,2.2,2.3
Sam Neumann,2016,1286,Montana St,Sam,Neumann,,9,28,0,9.6,0.7,1.4,0.5,0.3,0.3,0.889,0.4,1.0,0.379,0.5,0.9,0.6,0.4,1.3,1.6,0.5,0.1,0.0,0.1,1.3,2.3
Nahjee Matlock,2016,1286,Montana St,Nahjee,Matlock,,10,30,0,10.4,0.6,2.4,0.26,0.4,1.5,0.244,0.3,0.9,0.28600000000000003,0.4,0.7,0.65,0.5,1.0,1.5,1.0,0.1,0.1,1.1,1.0,2.0
Tyson Kanseyo,2016,1286,Montana St,Tyson,Kanseyo,,11,26,10,8.0,0.3,0.5,0.5,0.3,0.5,0.5,0.0,0.0,,0.3,0.7,0.47100000000000003,0.7,1.6,2.2,0.3,0.1,0.2,0.8,1.8,0.8
Quinn Price,2016,1286,Montana St,Quinn,Price,,12,2,1,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
Tyler Hall,2017,1286,Montana St,Tyler,Hall,,1,32,32,34.4,7.5,15.8,0.47600000000000003,3.8,7.0,0.536,3.8,8.8,0.429,4.3,5.2,0.8370000000000001,0.5,4.8,5.4,2.8,1.1,0.4,2.0,2.4,23.1
Harald Frey,2017,1286,Montana St,Harald,Frey,,2,32,32,33.1,4.1,9.1,0.452,1.9,3.8,0.512,2.2,5.3,0.409,2.3,2.7,0.8370000000000001,0.4,2.0,2.5,3.4,0.8,0.0,1.9,2.8,12.7
Quinton Everett,2017,1286,Montana St,Quinton,Everett,,3,31,12,23.2,3.5,8.7,0.395,2.2,5.3,0.42100000000000004,1.2,3.5,0.355,1.6,2.7,0.595,1.1,2.8,3.9,1.2,1.0,0.3,1.4,2.8,9.7
Zach Green,2017,1286,Montana St,Zach,Green,,4,32,32,22.6,3.2,7.1,0.445,2.5,4.7,0.53,0.7,2.4,0.276,2.8,3.6,0.759,1.3,3.6,5.0,1.2,0.7,0.2,1.2,3.4,9.7
Devonte Klines,2017,1286,Montana St,Devonte,Klines,,5,32,20,23.4,2.6,6.8,0.376,2.1,4.9,0.42,0.5,1.9,0.262,1.4,2.3,0.5870000000000001,0.5,1.9,2.4,1.9,0.8,0.3,1.5,2.5,7.0
Sam Neumann,2017,1286,Montana St,Sam,Neumann,,6,32,32,26.2,2.0,4.1,0.485,1.3,2.3,0.568,0.7,1.8,0.379,1.7,2.4,0.688,2.1,4.2,6.2,1.3,0.4,0.2,1.0,2.7,6.3
Joe Mvuezolo Jr.,2017,1286,Montana St,Joe,Mvuezolo,Jr.,7,24,0,17.5,1.7,5.1,0.336,1.0,3.0,0.315,0.8,2.0,0.36700000000000005,0.9,1.1,0.815,0.4,1.8,2.2,1.0,0.5,0.5,1.5,1.3,5.1
Benson Osayande,2017,1286,Montana St,Benson,Osayande,,8,31,0,13.0,1.6,2.9,0.544,1.6,2.9,0.544,0.0,0.0,,1.3,1.8,0.7090000000000001,1.1,1.5,2.7,0.2,0.3,0.3,0.7,2.6,4.4
Sarp Gobeloglu,2017,1286,Montana St,Sarp,Gobeloglu,,9,12,0,13.8,1.3,3.9,0.34,0.3,0.8,0.444,1.0,3.2,0.316,0.3,0.3,0.75,0.7,2.0,2.7,0.3,0.2,0.2,1.0,2.7,3.9
Devin Kirby,2017,1286,Montana St,Devin,Kirby,,10,32,0,8.0,0.5,1.1,0.47100000000000003,0.5,1.1,0.47100000000000003,0.0,0.0,,0.3,0.7,0.524,0.7,0.8,1.5,0.1,0.0,0.3,0.6,1.3,1.3
Mandrell Worthy,2017,1286,Montana St,Mandrell,Worthy,,11,16,0,9.4,0.4,1.7,0.259,0.4,1.1,0.33299999999999996,0.1,0.6,0.111,0.4,0.7,0.545,0.8,0.6,1.4,0.6,0.4,0.3,0.6,1.0,1.3
Cooper Olson,2017,1286,Montana St,Cooper,Olson,,12,8,0,1.8,0.3,0.4,0.667,0.0,0.0,,0.3,0.4,0.667,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.4,0.8
Dallas Lussier,2017,1286,Montana St,Dallas,Lussier,,13,5,0,1.4,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0
Tyler Hall,2018,1286,Montana St,Tyler,Hall,,1,31,29,32.1,5.6,13.8,0.40700000000000003,2.4,5.2,0.46299999999999997,3.2,8.6,0.37200000000000005,3.1,3.5,0.907,0.7,3.0,3.7,2.8,0.8,0.4,1.8,1.7,17.5
Harald Frey,2018,1286,Montana St,Harald,Frey,,2,32,31,32.3,4.2,9.7,0.428,2.2,4.4,0.493,2.0,5.3,0.374,2.8,3.6,0.759,0.3,2.8,3.1,3.2,0.8,0.0,1.7,1.7,13.1
Keljin Blevins,2018,1286,Montana St,Keljin,Blevins,,3,32,31,24.5,3.4,8.0,0.424,3.1,6.8,0.456,0.3,1.2,0.237,2.7,3.9,0.6829999999999999,2.1,3.8,5.8,0.9,0.6,0.4,2.1,2.2,9.7
Isaac Bonton,2018,1286,Montana St,Isaac,Bonton,,4,11,0,18.6,2.8,7.8,0.36,2.1,5.8,0.359,0.7,2.0,0.364,1.5,1.9,0.762,0.4,2.5,2.8,1.4,0.8,0.2,2.3,2.7,7.8
Joe Mvuezolo Jr.,2018,1286,Montana St,Joe,Mvuezolo,Jr.,5,32,2,20.9,2.8,6.9,0.405,1.9,4.2,0.44799999999999995,0.9,2.7,0.337,1.3,1.9,0.6940000000000001,0.7,2.8,3.4,0.8,0.6,0.6,1.2,1.7,7.8
Devonte Klines,2018,1286,Montana St,Devonte,Klines,,6,32,28,23.3,2.7,7.0,0.39,2.4,5.5,0.429,0.3,1.4,0.239,1.5,2.6,0.598,0.7,1.1,1.8,1.4,0.6,0.2,1.7,2.4,7.3
Konner Frey,2018,1286,Montana St,Konner,Frey,,7,32,2,16.8,2.6,4.9,0.526,2.0,3.5,0.563,0.6,1.4,0.43200000000000005,1.5,2.0,0.7340000000000001,1.7,3.3,5.0,0.7,0.7,0.1,0.7,3.1,7.2
Zach Green,2018,1286,Montana St,Zach,Green,,8,32,3,16.5,1.6,3.9,0.405,1.4,3.3,0.442,0.2,0.7,0.22699999999999998,1.5,2.1,0.691,1.4,2.7,4.1,1.0,0.5,0.3,1.1,2.1,4.8
Sam Neumann,2018,1286,Montana St,Sam,Neumann,,9,32,31,19.7,1.3,2.3,0.541,0.9,1.4,0.652,0.3,0.9,0.35700000000000004,1.3,1.7,0.727,1.4,3.0,4.5,0.8,0.4,0.0,0.7,2.7,4.1
Benson Osayande,2018,1286,Montana St,Benson,Osayande,,10,21,2,6.0,0.6,1.4,0.44799999999999995,0.6,1.4,0.44799999999999995,0.0,0.0,,0.9,1.2,0.731,0.9,0.4,1.2,0.1,0.2,0.1,0.4,1.0,2.1
Luke Schultz,2018,1286,Montana St,Luke,Schultz,,11,10,1,4.9,0.5,0.8,0.625,0.5,0.8,0.625,0.0,0.0,,0.7,1.4,0.5,0.9,0.7,1.6,0.0,0.2,0.0,0.5,1.1,1.7
Lassi Nikkarinen,2018,1286,Montana St,Lassi,Nikkarinen,,12,23,0,7.3,0.2,0.6,0.308,0.0,0.2,0.2,0.1,0.3,0.375,0.2,0.2,0.8,0.0,0.5,0.6,0.6,0.3,0.0,0.3,0.9,0.7
Tyler Hall,2019,1286,Montana St,Tyler,Hall,,1,32,32,33.5,7.3,16.3,0.447,3.7,6.7,0.5489999999999999,3.6,9.6,0.377,2.3,2.8,0.833,0.7,4.1,4.7,2.8,1.1,0.3,2.1,1.9,20.5
Harald Frey,2019,1286,Montana St,Harald,Frey,,2,32,32,33.0,5.3,12.0,0.44,2.9,5.9,0.495,2.3,6.1,0.387,4.3,5.1,0.846,0.8,3.7,4.5,5.0,1.2,0.0,1.9,2.0,17.2
Keljin Blevins,2019,1286,Montana St,Keljin,Blevins,,3,31,31,28.4,4.6,10.7,0.429,3.9,8.4,0.47100000000000003,0.7,2.4,0.284,1.9,3.0,0.624,1.5,4.5,5.9,1.6,0.7,0.3,2.1,2.2,11.8
Ladan Ricketts,2019,1286,Montana St,Ladan,Ricketts,,4,30,17,23.7,3.2,6.8,0.46799999999999997,0.9,1.8,0.5,2.3,5.0,0.457,1.2,1.3,0.897,0.8,1.1,1.9,0.7,0.3,0.1,1.0,2.2,9.9
Devin Kirby,2019,1286,Montana St,Devin,Kirby,,5,32,32,23.4,2.9,5.0,0.575,2.9,5.0,0.575,0.0,0.0,,2.3,3.4,0.664,2.0,3.0,5.0,0.7,0.4,0.5,1.4,2.5,8.0
Sam Neumann,2019,1286,Montana St,Sam,Neumann,,6,32,1,19.5,1.6,2.9,0.565,1.3,1.8,0.7070000000000001,0.3,1.1,0.324,1.3,1.7,0.727,1.3,2.8,4.1,1.7,0.4,0.1,0.8,1.8,4.8
Lassi Nikkarinen,2019,1286,Montana St,Lassi,Nikkarinen,,7,30,5,14.2,0.7,1.8,0.40700000000000003,0.5,0.9,0.556,0.2,0.9,0.259,0.6,0.9,0.667,0.3,0.7,1.0,1.3,0.5,0.0,0.8,2.0,2.3
Quentin Guliford,2019,1286,Montana St,Quentin,Guliford,,8,21,0,6.6,0.8,1.6,0.485,0.6,0.8,0.75,0.2,0.8,0.235,0.3,0.4,0.75,0.3,0.8,1.1,0.1,0.2,0.0,0.1,0.2,2.0
Russell Daniels,2019,1286,Montana St,Russell,Daniels,,9,29,10,15.1,0.6,1.8,0.34,0.5,1.4,0.35700000000000004,0.1,0.4,0.273,0.4,0.7,0.619,0.2,0.9,1.1,1.4,0.4,0.0,1.1,1.4,1.8
Usman Haruna,2019,1286,Montana St,Usman,Haruna,,10,17,0,5.4,0.5,0.8,0.6920000000000001,0.5,0.8,0.6920000000000001,0.0,0.0,,0.4,0.8,0.5,0.2,1.2,1.5,0.1,0.0,0.2,0.4,0.8,1.5
Zeke Quinlan,2019,1286,Montana St,Zeke,Quinlan,,11,25,0,7.2,0.2,1.3,0.188,0.2,1.2,0.2,0.0,0.1,0.0,0.6,1.0,0.5379999999999999,0.4,1.5,1.8,0.4,0.2,0.1,0.7,1.4,1.0
Maximilian Schuecker,2019,1286,Montana St,Maximilian,Schuecker,,12,12,0,3.0,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.0,,0.3,0.5,0.667,0.0,0.3,0.3,0.0,0.0,0.0,0.8,1.1,0.7
Angelo Warner,2015,1287,Morehead St,Angelo,Warner,,1,32,18,28.5,4.6,9.4,0.485,2.9,5.3,0.5539999999999999,1.7,4.2,0.39799999999999996,2.5,3.2,0.775,0.9,3.1,4.0,2.4,1.6,0.1,2.0,2.3,13.3
Brent Arrington,2015,1287,Morehead St,Brent,Arrington,,2,34,34,28.1,3.6,8.8,0.405,2.6,5.9,0.445,0.9,2.9,0.32299999999999995,3.1,4.0,0.765,1.3,2.6,3.9,2.3,1.9,0.9,1.9,3.1,11.1
Karam Mashour,2015,1287,Morehead St,Karam,Mashour,,3,34,27,22.0,4.1,8.3,0.493,3.5,6.2,0.564,0.6,2.1,0.282,2.1,3.1,0.7020000000000001,1.6,4.4,5.9,0.9,1.0,0.4,1.3,2.2,10.9
Corban Collins,2015,1287,Morehead St,Corban,Collins,,4,30,19,27.4,2.8,7.3,0.38799999999999996,1.5,3.3,0.44,1.4,4.0,0.345,1.8,2.2,0.7909999999999999,0.7,3.1,3.8,2.2,1.0,0.1,1.8,2.4,8.8
Billy Reader,2015,1287,Morehead St,Billy,Reader,,5,31,31,23.2,3.2,6.7,0.478,3.2,6.7,0.478,0.0,0.0,,1.1,1.9,0.5760000000000001,2.4,2.5,4.8,1.0,0.5,0.9,1.2,2.5,7.5
Kareem Storey,2015,1287,Morehead St,Kareem,Storey,,6,31,31,30.0,2.4,6.2,0.391,1.6,4.0,0.40700000000000003,0.8,2.2,0.36200000000000004,1.9,2.3,0.843,0.5,1.6,2.1,4.5,1.4,0.1,2.5,2.3,7.5
Lyonell Gaines,2015,1287,Morehead St,Lyonell,Gaines,,7,15,7,20.9,2.7,4.8,0.556,2.6,4.3,0.6,0.1,0.5,0.14300000000000002,0.6,1.3,0.474,1.9,2.3,4.2,0.8,0.1,0.2,0.4,1.5,6.0
Marquel Willis,2015,1287,Morehead St,Marquel,Willis,,8,23,0,10.3,1.2,3.0,0.386,0.8,1.8,0.439,0.4,1.3,0.31,1.5,1.9,0.8140000000000001,0.4,1.0,1.4,0.4,0.1,0.0,0.7,1.2,4.3
Miguel Dicent,2015,1287,Morehead St,Miguel,Dicent,,9,33,0,14.2,1.3,3.5,0.365,0.6,1.4,0.42200000000000004,0.7,2.1,0.32899999999999996,0.5,0.7,0.708,0.2,0.8,0.9,0.9,0.5,0.1,1.0,2.6,3.8
Anthony Elechi,2015,1287,Morehead St,Anthony,Elechi,,10,29,1,11.4,1.5,2.8,0.524,1.4,2.7,0.5379999999999999,0.0,0.1,0.25,0.4,0.6,0.706,1.4,1.7,3.1,0.2,0.3,0.3,0.7,2.7,3.4
Jared Ravenscraft,2015,1287,Morehead St,Jared,Ravenscraft,,11,7,0,3.9,0.9,1.3,0.667,0.1,0.1,1.0,0.7,1.1,0.625,0.1,0.3,0.5,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.7,2.6
Chad Donley,2015,1287,Morehead St,Chad,Donley,,12,15,0,7.7,0.7,2.1,0.355,0.1,0.3,0.2,0.7,1.7,0.385,0.3,0.6,0.444,0.3,0.7,0.9,0.3,0.0,0.0,0.3,0.9,2.4
Marcus Fuggins,2015,1287,Morehead St,Marcus,Fuggins,,13,28,2,8.6,0.6,1.4,0.41,0.6,1.4,0.42100000000000004,0.0,0.0,0.0,0.4,1.1,0.313,1.0,1.1,2.0,0.2,0.4,0.5,0.8,2.4,1.5
Jalen Courtney,2015,1287,Morehead St,Jalen,Courtney,,14,5,0,5.4,0.6,2.0,0.3,0.6,1.4,0.429,0.0,0.6,0.0,0.0,0.0,,0.6,0.8,1.4,0.2,0.4,0.0,0.2,1.2,1.2
Corban Collins,2016,1287,Morehead St,Corban,Collins,,1,30,28,28.7,3.6,9.1,0.39299999999999996,1.7,4.6,0.36200000000000004,1.9,4.5,0.425,2.0,2.7,0.72,0.4,2.1,2.5,3.0,1.2,0.1,1.2,2.2,11.0
Brent Arrington,2016,1287,Morehead St,Brent,Arrington,,2,37,37,28.8,3.6,10.0,0.358,2.7,6.7,0.402,0.9,3.2,0.267,2.2,2.9,0.752,1.2,2.2,3.4,3.1,1.8,0.4,2.1,3.2,10.2
