Player,Season,TeamID,TeamName,FirstName,LastName,AdditionalName,Rk,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Xavier Moon,2016,1287,Morehead St,Xavier,Moon,,3,37,21,24.2,3.6,7.7,0.475,2.4,4.6,0.518,1.3,3.1,0.41200000000000003,1.6,2.1,0.7559999999999999,0.5,2.1,2.6,1.8,0.9,0.1,1.0,2.4,10.2
Anthony Elechi,2016,1287,Morehead St,Anthony,Elechi,,4,37,37,19.6,3.2,6.1,0.5329999999999999,3.2,6.1,0.5329999999999999,0.0,0.0,,1.8,2.4,0.782,2.7,2.8,5.5,0.4,0.4,0.3,1.0,3.4,8.3
DeJuan Marrero,2016,1287,Morehead St,DeJuan,Marrero,,5,37,25,23.9,3.2,6.9,0.467,3.2,6.9,0.467,0.0,0.0,,1.7,3.3,0.52,2.6,4.5,7.2,1.3,1.1,0.6,2.0,2.9,8.2
Miguel Dicent,2016,1287,Morehead St,Miguel,Dicent,,6,31,15,19.3,2.5,5.8,0.433,1.4,2.9,0.484,1.1,2.9,0.382,1.2,1.5,0.792,0.6,1.5,2.1,1.4,0.5,0.2,1.1,2.6,7.4
Lyonell Gaines,2016,1287,Morehead St,Lyonell,Gaines,,7,37,12,18.8,2.7,5.5,0.498,2.6,4.8,0.542,0.1,0.7,0.192,1.4,2.0,0.685,1.9,2.2,4.1,0.7,0.5,0.1,0.9,1.6,6.9
Malik Maitland,2016,1287,Morehead St,Malik,Maitland,,8,27,8,16.6,1.6,5.1,0.309,1.0,3.2,0.302,0.6,2.0,0.321,1.6,2.1,0.772,0.4,1.1,1.5,3.0,1.1,0.1,2.0,1.6,5.4
Lamontray Harris,2016,1287,Morehead St,Lamontray,Harris,,9,34,0,9.9,1.3,3.1,0.41100000000000003,0.9,2.1,0.41100000000000003,0.4,1.0,0.41200000000000003,0.6,0.9,0.645,0.4,1.3,1.7,0.4,0.1,0.2,0.5,1.0,3.6
Treshaad Williams,2016,1287,Morehead St,Treshaad,Williams,,10,36,0,9.9,1.0,1.6,0.649,1.0,1.6,0.649,0.0,0.0,,0.8,1.2,0.69,1.1,1.0,2.1,0.3,0.3,0.0,0.4,1.3,2.9
Jared Ravenscraft,2016,1287,Morehead St,Jared,Ravenscraft,,11,7,1,5.0,1.0,1.4,0.7,0.6,0.7,0.8,0.4,0.7,0.6,0.3,0.4,0.667,0.4,0.3,0.7,1.0,0.7,0.0,0.1,0.0,2.7
Ronnye Beamon,2016,1287,Morehead St,Ronnye,Beamon,,12,37,1,11.1,0.8,2.0,0.405,0.7,1.6,0.41,0.1,0.4,0.385,0.8,1.4,0.569,0.6,0.9,1.5,0.4,0.5,0.2,0.6,2.0,2.5
Ty'Quan Bitting,2016,1287,Morehead St,Ty'Quan,Bitting,,13,19,0,6.9,0.9,1.6,0.581,0.9,1.6,0.581,0.0,0.0,,0.3,0.4,0.7140000000000001,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.8,2.2
Wes Noble,2016,1287,Morehead St,Wes,Noble,,14,7,0,4.1,0.3,1.6,0.182,0.1,0.9,0.16699999999999998,0.1,0.7,0.2,1.1,1.4,0.8,0.4,0.6,1.0,0.6,0.0,0.0,0.4,0.6,1.9
Xavier Moon,2017,1287,Morehead St,Xavier,Moon,,1,30,30,35.0,5.5,12.6,0.434,3.1,6.8,0.45399999999999996,2.4,5.8,0.41,2.7,3.1,0.8909999999999999,0.4,3.1,3.5,4.6,1.2,0.3,2.0,1.9,16.0
DeJuan Marrero,2017,1287,Morehead St,DeJuan,Marrero,,2,29,29,28.4,5.0,11.8,0.423,5.0,11.8,0.423,0.0,0.0,,2.1,3.1,0.6970000000000001,3.0,5.4,8.5,1.4,1.0,0.6,2.6,3.0,12.1
Miguel Dicent,2017,1287,Morehead St,Miguel,Dicent,,3,30,29,31.8,3.7,9.4,0.392,2.0,4.5,0.444,1.7,4.9,0.345,1.3,1.8,0.736,0.5,2.5,3.0,4.1,0.9,0.4,2.0,2.4,10.4
Lamontray Harris,2017,1287,Morehead St,Lamontray,Harris,,4,30,1,18.9,3.6,7.9,0.451,3.0,5.9,0.506,0.6,2.0,0.295,1.6,2.0,0.8029999999999999,1.5,3.7,5.2,1.2,0.4,0.6,2.0,2.8,9.4
Malik Maitland,2017,1287,Morehead St,Malik,Maitland,,5,9,8,25.3,3.3,8.6,0.39,2.1,5.3,0.396,1.2,3.2,0.379,0.9,1.2,0.727,0.3,1.4,1.8,3.8,2.1,0.0,2.1,2.2,8.8
Treshaad Williams,2017,1287,Morehead St,Treshaad,Williams,,6,30,30,20.8,3.2,4.4,0.722,3.2,4.4,0.722,0.0,0.0,,1.6,2.4,0.69,2.5,2.0,4.5,0.5,0.6,0.2,0.8,3.0,8.0
Jordan Walker,2017,1287,Morehead St,Jordan,Walker,,7,30,0,17.5,2.3,5.0,0.467,1.1,2.4,0.43799999999999994,1.3,2.6,0.494,1.1,1.3,0.825,0.6,1.2,1.8,1.2,0.6,0.1,0.7,2.0,7.0
Soufiyane Diakite,2017,1287,Morehead St,Soufiyane,Diakite,,8,6,0,9.0,2.5,3.8,0.652,2.0,3.2,0.632,0.5,0.7,0.75,1.0,1.5,0.667,1.3,1.3,2.7,0.8,0.5,0.0,1.0,1.7,6.5
Ronnye Beamon,2017,1287,Morehead St,Ronnye,Beamon,,9,30,22,23.6,2.0,3.9,0.504,1.5,2.9,0.517,0.5,1.0,0.467,1.2,2.0,0.617,1.1,2.5,3.7,1.0,0.7,0.1,1.2,2.8,5.6
Ty'Quan Bitting,2017,1287,Morehead St,Ty'Quan,Bitting,,10,26,1,10.1,1.9,2.8,0.6809999999999999,1.9,2.8,0.6809999999999999,0.0,0.0,,0.7,1.5,0.462,1.1,1.5,2.6,0.3,0.2,0.7,0.9,1.6,4.5
Djimon Henson,2017,1287,Morehead St,Djimon,Henson,,11,22,0,7.9,1.0,3.3,0.306,0.5,1.4,0.36700000000000005,0.5,1.9,0.262,0.3,0.5,0.6,0.3,0.4,0.7,0.5,0.3,0.2,0.2,0.3,2.8
Wes Noble,2017,1287,Morehead St,Wes,Noble,,12,6,0,4.3,0.8,1.8,0.455,0.5,1.2,0.429,0.3,0.7,0.5,0.3,0.5,0.667,0.3,0.2,0.5,0.2,0.8,0.2,0.5,0.7,2.3
Alonzo Chatman,2017,1287,Morehead St,Alonzo,Chatman,,13,5,0,5.6,0.4,0.8,0.5,0.4,0.8,0.5,0.0,0.0,,0.4,0.6,0.667,0.6,1.8,2.4,0.0,0.4,0.4,0.4,1.4,1.2
Keion Alexander,2017,1287,Morehead St,Keion,Alexander,,14,9,0,5.6,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.2,0.3,0.667,0.6,0.3,0.9,0.1,0.3,0.6,0.6,1.1,0.9
Jordan Walker,2018,1287,Morehead St,Jordan,Walker,,1,29,28,31.6,3.8,10.0,0.384,2.3,5.5,0.428,1.5,4.5,0.331,3.0,4.1,0.7390000000000001,0.7,2.5,3.2,2.7,1.2,0.3,2.6,2.9,12.2
Lamontray Harris,2018,1287,Morehead St,Lamontray,Harris,,2,26,17,23.2,4.1,8.7,0.47100000000000003,3.4,6.0,0.5670000000000001,0.7,2.6,0.25,2.2,2.6,0.866,2.2,4.2,6.3,0.9,0.5,0.3,2.1,3.1,11.0
A.J. Hicks,2018,1287,Morehead St,A.J.,Hicks,,3,29,22,30.5,3.4,8.0,0.424,2.5,5.2,0.483,0.9,2.8,0.313,3.4,5.3,0.639,0.8,2.2,3.0,4.2,1.8,0.3,2.9,2.1,11.0
Djimon Henson,2018,1287,Morehead St,Djimon,Henson,,4,29,23,27.2,3.5,8.8,0.396,1.7,4.0,0.42200000000000004,1.8,4.8,0.374,1.2,1.7,0.735,0.7,2.1,2.8,0.8,0.3,0.1,1.5,1.9,10.0
Londell King,2018,1287,Morehead St,Londell,King,,5,26,12,19.9,3.2,5.9,0.539,2.7,4.4,0.617,0.5,1.5,0.308,1.7,2.4,0.6940000000000001,2.7,4.0,6.7,0.7,0.6,1.0,2.0,3.0,8.5
Malek Green,2018,1287,Morehead St,Malek,Green,,6,28,22,23.5,2.6,5.4,0.48700000000000004,2.5,5.0,0.504,0.1,0.5,0.308,1.2,1.9,0.611,1.6,3.6,5.3,0.4,0.4,0.6,1.0,2.4,6.6
De'Von Cooper,2018,1287,Morehead St,De'Von,Cooper,,7,29,12,20.4,2.0,5.8,0.345,1.0,2.6,0.382,1.0,3.2,0.315,1.0,1.2,0.8290000000000001,0.5,2.2,2.7,1.3,0.4,0.2,1.2,1.3,6.0
Trell Thompson,2018,1287,Morehead St,Trell,Thompson,,8,14,0,11.7,1.4,3.8,0.358,0.8,1.6,0.478,0.6,2.1,0.267,0.2,0.4,0.6,0.7,1.2,1.9,0.4,0.4,0.1,0.8,0.9,3.5
Cedric Wright,2018,1287,Morehead St,Cedric,Wright,,9,4,0,9.0,1.5,2.3,0.667,1.5,2.3,0.667,0.0,0.0,,0.3,0.8,0.33299999999999996,1.0,1.0,2.0,0.0,0.3,0.0,1.0,3.3,3.3
James Baker,2018,1287,Morehead St,James,Baker,,10,24,3,9.4,1.0,2.1,0.451,0.6,1.0,0.583,0.4,1.1,0.33299999999999996,0.5,0.7,0.75,0.7,0.9,1.6,0.3,0.3,0.3,0.6,1.6,2.8
Alonzo Chatman,2018,1287,Morehead St,Alonzo,Chatman,,11,24,6,12.0,1.0,1.6,0.605,1.0,1.6,0.605,0.0,0.0,,0.5,1.0,0.48,1.0,1.4,2.3,0.3,0.1,0.0,1.2,2.6,2.4
Richard Feagin,2018,1287,Morehead St,Richard,Feagin,,12,19,0,7.0,0.5,1.2,0.391,0.3,0.7,0.35700000000000004,0.2,0.5,0.444,0.0,0.0,,0.2,1.0,1.2,0.6,0.2,0.0,0.6,0.4,1.2
Austin Crawford,2018,1287,Morehead St,Austin,Crawford,,13,9,0,1.9,0.1,0.8,0.14300000000000002,0.0,0.3,0.0,0.1,0.4,0.25,0.1,0.2,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.4
Jordan Walker,2019,1287,Morehead St,Jordan,Walker,,1,33,33,33.0,5.1,12.1,0.42100000000000004,2.9,6.6,0.44,2.2,5.5,0.39799999999999996,3.4,4.3,0.789,0.9,2.6,3.5,2.6,1.2,0.1,2.3,2.5,15.8
Lamontray Harris,2019,1287,Morehead St,Lamontray,Harris,,2,29,29,27.7,5.4,10.4,0.525,4.9,8.6,0.5720000000000001,0.5,1.8,0.294,2.2,2.8,0.778,2.8,5.4,8.2,1.6,0.6,0.6,2.1,2.8,13.6
A.J. Hicks,2019,1287,Morehead St,A.J.,Hicks,,3,33,33,32.8,3.5,9.7,0.355,2.3,6.2,0.379,1.1,3.6,0.314,3.9,6.1,0.645,0.5,2.5,3.0,5.8,1.8,0.4,3.1,2.2,11.9
De'Von Cooper,2019,1287,Morehead St,De'Von,Cooper,,4,33,33,28.7,3.1,7.7,0.402,1.6,3.6,0.445,1.5,4.1,0.363,1.1,1.7,0.649,0.7,2.7,3.4,1.7,0.8,0.3,1.6,2.0,8.8
Malek Green,2019,1287,Morehead St,Malek,Green,,5,33,14,21.3,3.2,6.0,0.528,2.9,5.1,0.5710000000000001,0.3,0.9,0.29,1.2,1.8,0.672,1.4,3.8,5.2,0.3,0.5,0.5,0.7,1.8,7.8
James Baker,2019,1287,Morehead St,James,Baker,,6,33,23,25.4,2.8,6.1,0.45299999999999996,1.8,3.5,0.496,1.0,2.5,0.39299999999999996,1.0,1.5,0.647,1.2,3.4,4.6,0.4,0.2,1.7,0.9,2.7,7.5
Djimon Henson,2019,1287,Morehead St,Djimon,Henson,,7,33,0,18.8,1.8,5.5,0.324,0.8,2.4,0.342,1.0,3.1,0.311,0.5,0.6,0.8420000000000001,0.6,1.5,2.0,0.7,0.1,0.2,0.5,1.3,5.0
Malik Riddle,2019,1287,Morehead St,Malik,Riddle,,8,28,0,8.8,1.0,2.1,0.45799999999999996,0.9,1.4,0.667,0.0,0.7,0.05,0.8,1.0,0.75,0.4,0.5,0.9,0.3,0.3,0.1,0.5,0.8,2.7
Ja'Cori Wilson,2019,1287,Morehead St,Ja'Cori,Wilson,,9,28,0,7.9,0.7,1.8,0.4,0.4,0.7,0.526,0.4,1.1,0.32299999999999995,0.2,0.3,0.667,0.8,1.3,2.0,0.1,0.3,0.3,0.5,1.3,2.0
Richard Feagin,2019,1287,Morehead St,Richard,Feagin,,10,10,0,5.8,0.6,1.6,0.375,0.4,0.8,0.5,0.2,0.8,0.25,0.4,0.5,0.8,0.0,0.9,0.9,0.7,0.0,0.0,0.3,0.2,1.8
Sasha Sukhanov,2019,1287,Morehead St,Sasha,Sukhanov,,11,13,0,4.8,0.4,0.8,0.455,0.4,0.8,0.455,0.0,0.0,,0.1,0.3,0.25,1.0,0.9,1.9,0.1,0.2,0.4,0.2,0.6,0.8
Cedric Blossom,2015,1288,Morgan St,Cedric,Blossom,,1,31,31,34.7,5.2,12.2,0.426,5.1,11.9,0.43,0.1,0.3,0.25,3.8,5.4,0.696,3.2,3.8,7.1,0.7,1.1,0.3,1.2,2.4,14.2
Blake Bozeman,2015,1288,Morgan St,Blake,Bozeman,,2,31,31,34.4,4.0,11.5,0.35100000000000003,1.8,4.6,0.392,2.2,6.9,0.324,2.1,2.9,0.703,0.4,2.0,2.4,1.7,0.6,0.0,1.7,1.9,12.4
Andrew Hampton,2015,1288,Morgan St,Andrew,Hampton,,3,14,0,14.4,2.4,5.4,0.434,0.7,1.6,0.435,1.6,3.8,0.434,0.2,0.4,0.6,0.3,1.2,1.5,0.4,0.4,0.1,0.1,1.4,6.6
Torin Childs-Harris,2015,1288,Morgan St,Torin,Childs-Harris,,4,22,13,18.0,1.8,5.7,0.317,1.5,3.8,0.386,0.4,2.0,0.18600000000000003,1.8,2.5,0.7090000000000001,0.8,1.3,2.1,0.5,0.9,0.0,0.9,2.0,5.8
Donte Pretlow,2015,1288,Morgan St,Donte,Pretlow,,5,31,31,25.3,1.9,7.3,0.258,1.6,5.7,0.278,0.3,1.6,0.184,1.0,1.9,0.525,0.6,1.9,2.5,3.3,1.1,0.1,1.9,1.8,5.0
Zech Smith,2015,1288,Morgan St,Zech,Smith,,6,28,27,23.7,2.1,3.9,0.527,2.1,3.9,0.527,0.0,0.0,,0.9,1.7,0.511,3.4,3.5,7.0,0.1,0.3,1.5,0.8,2.1,5.0
Kyle Thomas,2015,1288,Morgan St,Kyle,Thomas,,7,31,2,11.1,1.6,5.0,0.331,1.1,2.9,0.36700000000000005,0.6,2.1,0.281,0.5,0.8,0.5379999999999999,0.6,1.4,2.0,0.2,0.2,0.5,0.7,1.8,4.3
Rasean Simpson,2015,1288,Morgan St,Rasean,Simpson,,8,26,15,14.5,1.5,4.5,0.33899999999999997,1.5,3.8,0.38,0.1,0.7,0.111,1.1,1.7,0.622,1.7,1.1,2.8,0.4,0.6,0.2,0.8,1.6,4.2
Jamar Redmond,2015,1288,Morgan St,Jamar,Redmond,,9,26,1,9.4,1.2,3.7,0.32,0.4,1.1,0.39299999999999996,0.8,2.7,0.29,0.4,0.8,0.47600000000000003,0.5,0.4,0.9,0.2,0.2,0.0,0.4,1.3,3.5
Cliff Cornish,2015,1288,Morgan St,Cliff,Cornish,,10,30,3,13.4,1.1,3.0,0.374,1.1,3.0,0.37799999999999995,0.0,0.0,0.0,0.8,1.3,0.625,1.2,1.7,2.9,0.4,0.2,0.4,0.7,2.1,3.1
Emmanuel Matey,2015,1288,Morgan St,Emmanuel,Matey,,11,29,0,13.7,0.7,1.7,0.38799999999999996,0.7,1.6,0.40399999999999997,0.0,0.1,0.0,0.8,1.6,0.522,0.2,1.0,1.2,2.5,0.5,0.0,1.1,1.2,2.1
Clive Vaughan,2015,1288,Morgan St,Clive,Vaughan,,12,20,0,6.2,0.7,3.0,0.233,0.3,0.8,0.33299999999999996,0.5,2.3,0.2,0.1,0.2,0.33299999999999996,0.3,0.3,0.5,0.1,0.3,0.1,0.3,0.5,1.9
Conrad Chambers,2015,1288,Morgan St,Conrad,Chambers,,13,14,0,4.6,0.4,1.6,0.273,0.2,0.9,0.231,0.2,0.6,0.33299999999999996,0.4,0.6,0.625,0.2,0.3,0.5,0.6,0.0,0.0,0.7,0.7,1.4
Jeremiah Curtis,2015,1288,Morgan St,Jeremiah,Curtis,,14,12,1,3.9,0.1,0.8,0.111,0.1,0.8,0.111,0.0,0.0,,0.3,0.3,1.0,0.2,0.3,0.4,0.1,0.1,0.0,0.1,0.8,0.5
Jordan Omogbehin,2015,1288,Morgan St,Jordan,Omogbehin,,15,10,0,3.0,0.2,0.5,0.4,0.2,0.5,0.4,0.0,0.0,,0.0,0.4,0.0,0.5,0.3,0.8,0.1,0.1,0.2,0.3,0.9,0.4
Christopher Brown,2015,1288,Morgan St,Christopher,Brown,,16,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Vernon,2015,1288,Morgan St,Anthony,Vernon,,17,4,0,1.8,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
Cedric Blossom,2016,1288,Morgan St,Cedric,Blossom,,1,26,26,32.8,5.7,11.3,0.509,5.6,10.7,0.527,0.1,0.6,0.188,3.4,5.2,0.654,2.2,4.4,6.6,1.0,0.8,0.0,1.7,2.3,15.0
Rasean Simpson,2016,1288,Morgan St,Rasean,Simpson,,2,25,21,32.3,4.2,8.8,0.475,4.0,8.5,0.474,0.1,0.2,0.5,3.8,5.3,0.7070000000000001,2.6,4.2,6.8,0.7,1.4,0.3,1.6,2.9,12.2
Phillip Carr,2016,1288,Morgan St,Phillip,Carr,,3,31,30,30.1,3.5,9.0,0.382,2.5,6.3,0.402,0.9,2.8,0.337,2.6,3.5,0.745,2.0,4.9,6.9,1.2,0.5,1.1,1.4,2.3,10.5
Andre Horne Jr.,2016,1288,Morgan St,Andre,Horne,Jr.,4,26,19,22.4,3.2,8.2,0.39,1.9,4.4,0.435,1.3,3.8,0.337,1.9,2.4,0.778,1.0,1.4,2.5,1.3,0.8,0.2,1.5,3.1,9.5
Kyle Thomas,2016,1288,Morgan St,Kyle,Thomas,,5,30,10,20.4,2.7,7.5,0.358,1.8,4.4,0.405,0.9,3.2,0.295,1.1,1.6,0.7020000000000001,0.9,2.1,2.9,0.4,0.4,0.6,1.2,2.4,7.4
Donte Pretlow,2016,1288,Morgan St,Donte,Pretlow,,6,30,27,29.7,2.6,7.0,0.373,2.3,5.7,0.40399999999999997,0.3,1.3,0.237,1.5,2.5,0.622,0.5,2.6,3.0,4.1,1.3,0.0,2.1,1.6,7.0
Andrew Hampton,2016,1288,Morgan St,Andrew,Hampton,,7,4,1,13.0,1.3,4.0,0.313,0.0,1.0,0.0,1.3,3.0,0.41700000000000004,0.3,0.5,0.5,0.0,1.0,1.0,0.5,0.3,0.3,0.0,2.0,4.0
Antonio Gillespie,2016,1288,Morgan St,Antonio,Gillespie,,8,24,2,13.6,1.4,5.0,0.27699999999999997,0.8,2.5,0.32799999999999996,0.5,2.4,0.22399999999999998,0.5,1.0,0.5,0.4,0.5,0.9,0.8,0.3,0.0,0.5,1.0,3.8
Clive Vaughan,2016,1288,Morgan St,Clive,Vaughan,,9,31,1,10.7,1.4,3.6,0.389,0.7,1.5,0.5,0.7,2.2,0.313,0.3,0.6,0.5,0.4,0.9,1.3,0.2,0.1,0.0,0.6,1.1,3.8
Tyler Streeter,2016,1288,Morgan St,Tyler,Streeter,,10,25,0,7.6,0.9,2.0,0.46,0.7,1.1,0.607,0.2,0.9,0.273,0.6,0.6,1.0,0.8,0.6,1.4,0.1,0.3,0.0,0.4,0.8,2.7
Martez Cameron,2016,1288,Morgan St,Martez,Cameron,,11,31,13,18.1,0.7,2.9,0.242,0.5,2.3,0.20800000000000002,0.2,0.6,0.368,0.7,1.3,0.59,0.5,1.0,1.5,2.1,0.7,0.0,1.5,1.6,2.4
Jamar Redmond,2016,1288,Morgan St,Jamar,Redmond,,12,15,5,7.1,0.3,1.7,0.2,0.1,0.5,0.14300000000000002,0.3,1.2,0.222,0.3,0.5,0.625,0.1,0.5,0.6,0.2,0.1,0.0,0.6,1.9,1.3
Anthony Tate,2016,1288,Morgan St,Anthony,Tate,,13,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Tiwian Kendley,2017,1288,Morgan St,Tiwian,Kendley,,1,23,20,32.3,6.0,16.2,0.373,4.0,9.5,0.41700000000000004,2.1,6.7,0.31,6.9,8.7,0.7859999999999999,1.8,3.5,5.3,1.3,1.2,0.4,4.3,2.8,21.0
Phillip Carr,2017,1288,Morgan St,Phillip,Carr,,2,25,25,36.4,6.0,13.1,0.45899999999999996,5.5,11.9,0.46,0.5,1.2,0.44799999999999995,4.1,4.9,0.8290000000000001,3.2,6.3,9.6,1.1,0.6,0.9,2.0,2.3,16.6
Kyle Thomas,2017,1288,Morgan St,Kyle,Thomas,,3,29,15,27.5,3.6,10.2,0.355,2.4,5.9,0.413,1.2,4.3,0.27399999999999997,1.6,2.4,0.6709999999999999,1.0,3.5,4.4,0.9,0.7,0.3,1.5,1.7,10.0
David Syfax,2017,1288,Morgan St,David,Syfax,,4,29,10,20.0,2.1,5.7,0.37,1.8,3.8,0.46399999999999997,0.3,1.9,0.182,1.3,2.3,0.5589999999999999,1.5,2.2,3.7,1.1,0.7,0.6,1.8,2.7,5.9
Antonio Gillespie,2017,1288,Morgan St,Antonio,Gillespie,,5,30,8,18.1,1.8,5.3,0.348,0.5,1.6,0.298,1.4,3.7,0.369,0.7,0.9,0.7859999999999999,0.3,0.7,0.9,0.7,0.4,0.0,0.4,1.9,5.8
Martez Cameron,2017,1288,Morgan St,Martez,Cameron,,6,30,25,29.0,2.0,6.0,0.335,2.0,5.6,0.353,0.0,0.4,0.083,1.6,2.4,0.653,0.9,2.2,3.2,4.3,1.0,0.0,2.5,2.9,5.6
Tyler Streeter,2017,1288,Morgan St,Tyler,Streeter,,7,14,4,9.4,1.9,3.8,0.491,1.6,2.8,0.564,0.3,1.0,0.28600000000000003,0.3,0.5,0.5710000000000001,0.7,0.7,1.4,0.2,0.0,0.1,0.2,0.9,4.3
Isiah Graves,2017,1288,Morgan St,Isiah,Graves,,8,29,0,10.5,1.0,3.0,0.33299999999999996,0.8,2.0,0.386,0.2,1.0,0.233,1.1,1.5,0.705,0.3,0.9,1.2,1.1,0.7,0.1,1.0,1.4,3.3
Alex Ennis,2017,1288,Morgan St,Alex,Ennis,,9,30,22,17.5,1.1,2.4,0.47200000000000003,1.1,2.4,0.47200000000000003,0.0,0.0,,0.5,0.8,0.6,1.8,2.5,4.4,0.1,0.3,0.4,0.8,1.9,2.8
Stanley Davis,2017,1288,Morgan St,Stanley,Davis,,10,22,0,8.5,0.7,2.4,0.28800000000000003,0.6,1.9,0.33299999999999996,0.0,0.5,0.1,0.4,0.9,0.45,0.5,1.0,1.6,0.7,0.4,0.1,1.0,0.8,1.8
Azariah Sykes,2017,1288,Morgan St,Azariah,Sykes,,11,21,8,12.0,0.3,0.6,0.5379999999999999,0.3,0.6,0.583,0.0,0.0,0.0,0.5,1.0,0.5,1.1,2.0,3.1,0.1,0.1,0.1,0.2,2.2,1.2
Tyjhai Byers,2017,1288,Morgan St,Tyjhai,Byers,,12,22,13,9.0,0.5,0.8,0.556,0.5,0.8,0.556,0.0,0.0,,0.0,0.0,0.0,0.7,0.7,1.5,0.0,0.2,1.0,0.3,1.6,0.9
Clive Vaughan,2017,1288,Morgan St,Clive,Vaughan,,13,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiwian Kendley,2018,1288,Morgan St,Tiwian,Kendley,,1,21,20,33.0,8.2,18.2,0.45299999999999996,6.7,12.6,0.532,1.5,5.6,0.27399999999999997,8.1,10.8,0.752,1.2,2.8,4.0,2.2,2.1,0.3,3.6,2.8,26.1
Phillip Carr,2018,1288,Morgan St,Phillip,Carr,,2,31,30,32.8,4.9,11.4,0.43200000000000005,4.5,10.0,0.45299999999999996,0.4,1.3,0.268,3.5,4.2,0.846,2.9,6.4,9.3,1.3,0.7,0.7,1.7,2.5,13.7
Martez Cameron,2018,1288,Morgan St,Martez,Cameron,,3,31,26,32.6,3.2,8.6,0.371,2.9,7.7,0.37200000000000005,0.3,0.9,0.35700000000000004,1.9,2.7,0.6940000000000001,0.9,2.0,2.9,4.4,1.5,0.1,2.9,1.9,8.6
Stanley Davis,2018,1288,Morgan St,Stanley,Davis,,4,31,15,21.8,2.8,6.7,0.42,2.5,5.4,0.467,0.3,1.3,0.225,1.5,2.1,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.9,2.0,7.4
David Syfax,2018,1288,Morgan St,David,Syfax,,5,28,5,19.8,2.4,6.1,0.39799999999999996,2.0,4.8,0.415,0.4,1.3,0.33299999999999996,1.4,2.1,0.633,1.4,2.9,4.4,0.7,0.5,0.7,1.1,2.9,6.6
Lapri McCray-Pace,2018,1288,Morgan St,Lapri,McCray-Pace,,6,27,10,17.1,1.9,4.9,0.376,1.3,3.6,0.365,0.6,1.4,0.405,1.7,2.3,0.7140000000000001,1.3,1.5,2.7,0.8,0.8,0.3,0.9,2.1,5.9
Kyson Rawls,2018,1288,Morgan St,Kyson,Rawls,,7,19,6,12.2,1.6,3.8,0.425,0.3,1.1,0.3,1.3,2.8,0.47200000000000003,0.7,1.0,0.737,0.3,0.5,0.8,1.1,0.6,0.1,0.9,0.8,5.3
Antonio Gillespie,2018,1288,Morgan St,Antonio,Gillespie,,8,31,15,14.0,1.3,3.4,0.381,0.3,0.7,0.429,1.0,2.7,0.369,0.3,0.3,0.8,0.4,0.9,1.2,0.5,0.4,0.0,0.5,1.8,3.8
Tyler Streeter,2018,1288,Morgan St,Tyler,Streeter,,9,18,1,5.8,1.4,2.6,0.5429999999999999,0.9,1.4,0.615,0.5,1.1,0.45,0.3,0.4,0.7140000000000001,0.5,0.4,0.9,0.2,0.2,0.0,0.6,0.3,3.6
Khalil Gracey,2018,1288,Morgan St,Khalil,Gracey,,10,22,0,8.0,1.0,2.6,0.386,0.7,1.6,0.41700000000000004,0.3,1.0,0.33299999999999996,0.4,0.7,0.563,0.4,0.7,1.0,0.6,0.3,0.0,0.6,0.8,2.7
Elijah Staley,2018,1288,Morgan St,Elijah,Staley,,11,21,7,9.8,0.8,1.6,0.47100000000000003,0.8,1.6,0.47100000000000003,0.0,0.0,,0.4,0.7,0.5329999999999999,1.1,1.1,2.2,0.6,0.1,0.1,0.7,1.1,1.9
Alex Ennis,2018,1288,Morgan St,Alex,Ennis,,12,25,5,9.6,0.4,1.2,0.355,0.4,1.2,0.355,0.0,0.0,,0.4,0.6,0.667,0.8,1.2,2.0,0.1,0.2,0.1,0.4,1.2,1.3
Azariah Sykes,2018,1288,Morgan St,Azariah,Sykes,,13,27,8,15.0,0.3,0.6,0.563,0.3,0.6,0.6,0.0,0.0,0.0,0.6,1.1,0.517,1.2,2.7,3.9,0.3,0.4,0.3,0.4,2.7,1.2
Tyjhai Byers,2018,1288,Morgan St,Tyjhai,Byers,,14,9,7,10.0,0.4,1.0,0.444,0.4,1.0,0.444,0.0,0.0,,0.0,0.2,0.0,1.2,1.6,2.8,0.0,0.1,1.2,0.2,1.3,0.9
